p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.55E-21,0.915331338,0.331,0.106,9.92E-17,Ciliated Epithelium RIF Vs Ctrl,CXCL3
1.53E-24,0.906608651,0.745,0.521,2.73E-20,Ciliated Epithelium RIF Vs Ctrl,CCN2
1.27E-65,0.894655274,0.992,0.984,2.27E-61,Ciliated Epithelium RIF Vs Ctrl,ANXA1
4.37E-49,0.887632649,0.893,0.704,7.81E-45,Ciliated Epithelium RIF Vs Ctrl,KLF6
1.07E-80,0.885874668,0.997,0.991,1.91E-76,Ciliated Epithelium RIF Vs Ctrl,RPS28
3.25E-43,0.882241529,0.89,0.764,5.81E-39,Ciliated Epithelium RIF Vs Ctrl,BTG1
4.96E-60,0.871780019,0.976,0.933,8.87E-56,Ciliated Epithelium RIF Vs Ctrl,SEC61G
3.71E-86,0.867024558,0.972,0.882,6.63E-82,Ciliated Epithelium RIF Vs Ctrl,RPL38
8.97E-29,0.865303792,0.609,0.345,1.60E-24,Ciliated Epithelium RIF Vs Ctrl,NFKB1
7.09E-90,0.863190024,0.982,0.947,1.27E-85,Ciliated Epithelium RIF Vs Ctrl,RPL36AL
1.92E-76,0.859982018,0.986,0.942,3.42E-72,Ciliated Epithelium RIF Vs Ctrl,RPL37
8.09E-49,0.856298939,0.75,0.398,1.45E-44,Ciliated Epithelium RIF Vs Ctrl,LDLR
5.86E-84,0.85426477,0.995,0.991,1.05E-79,Ciliated Epithelium RIF Vs Ctrl,RPL41
1.11E-29,0.849406446,0.96,0.924,1.98E-25,Ciliated Epithelium RIF Vs Ctrl,VIM
2.18E-84,0.848100518,0.978,0.928,3.90E-80,Ciliated Epithelium RIF Vs Ctrl,DSTN
1.81E-65,0.84675017,0.972,0.926,3.23E-61,Ciliated Epithelium RIF Vs Ctrl,CYSTM1
6.79E-38,0.838166673,0.631,0.292,1.21E-33,Ciliated Epithelium RIF Vs Ctrl,BTG2
5.54E-85,0.837337909,0.968,0.884,9.90E-81,Ciliated Epithelium RIF Vs Ctrl,ATP5MG
1.14E-32,0.835571524,0.945,0.882,2.03E-28,Ciliated Epithelium RIF Vs Ctrl,CHD9NB
2.48E-30,0.831125711,0.551,0.236,4.43E-26,Ciliated Epithelium RIF Vs Ctrl,SERPINA6
9.78E-21,0.820907603,0.927,0.854,1.75E-16,Ciliated Epithelium RIF Vs Ctrl,PPIB
1.11E-40,0.820367901,0.78,0.493,1.99E-36,Ciliated Epithelium RIF Vs Ctrl,DYDC2
1.19E-15,0.818267746,0.887,0.812,2.13E-11,Ciliated Epithelium RIF Vs Ctrl,MYO1E
3.88E-37,0.817976746,0.973,0.931,6.94E-33,Ciliated Epithelium RIF Vs Ctrl,MORN2
1.66E-43,0.81453263,0.954,0.94,2.96E-39,Ciliated Epithelium RIF Vs Ctrl,MGST3
8.25E-62,0.813037133,0.897,0.655,1.47E-57,Ciliated Epithelium RIF Vs Ctrl,COPS9
1.65E-15,0.806897665,0.755,0.593,2.95E-11,Ciliated Epithelium RIF Vs Ctrl,LCN2
1.35E-17,0.80666205,0.744,0.648,2.42E-13,Ciliated Epithelium RIF Vs Ctrl,SLAIN2
4.44E-52,0.806419668,0.777,0.405,7.94E-48,Ciliated Epithelium RIF Vs Ctrl,ERG28
8.37E-70,0.803269119,0.977,0.949,1.50E-65,Ciliated Epithelium RIF Vs Ctrl,SEM1
2.35E-23,0.801512583,0.847,0.692,4.21E-19,Ciliated Epithelium RIF Vs Ctrl,C9orf24
7.38E-68,0.801197821,0.997,0.988,1.32E-63,Ciliated Epithelium RIF Vs Ctrl,RPLP1
2.07E-15,0.800747653,0.603,0.41,3.69E-11,Ciliated Epithelium RIF Vs Ctrl,IGFBP3
1.36E-48,0.800198554,0.943,0.859,2.44E-44,Ciliated Epithelium RIF Vs Ctrl,RPL23
2.77E-54,0.789905645,0.879,0.678,4.96E-50,Ciliated Epithelium RIF Vs Ctrl,NDUFC1
1.60E-46,0.779801841,0.891,0.743,2.86E-42,Ciliated Epithelium RIF Vs Ctrl,SERPINB1
2.85E-57,0.775177918,0.981,0.965,5.10E-53,Ciliated Epithelium RIF Vs Ctrl,CALM2
7.74E-54,0.767403041,0.936,0.838,1.38E-49,Ciliated Epithelium RIF Vs Ctrl,POLR2L
3.29E-37,0.763489785,0.935,0.875,5.89E-33,Ciliated Epithelium RIF Vs Ctrl,UFC1
2.48E-31,0.762876091,0.834,0.653,4.43E-27,Ciliated Epithelium RIF Vs Ctrl,MARCKSL1
8.76E-43,0.756772146,0.782,0.475,1.57E-38,Ciliated Epithelium RIF Vs Ctrl,EIF5A
5.87E-31,0.756597399,0.674,0.373,1.05E-26,Ciliated Epithelium RIF Vs Ctrl,MSMO1
1.22E-25,0.756439043,0.86,0.713,2.18E-21,Ciliated Epithelium RIF Vs Ctrl,TXNRD1
1.62E-25,0.756026238,0.733,0.493,2.90E-21,Ciliated Epithelium RIF Vs Ctrl,GDF15
3.05E-28,0.749939425,0.919,0.854,5.45E-24,Ciliated Epithelium RIF Vs Ctrl,TSPAN1
3.37E-33,0.749420424,0.416,0.097,6.02E-29,Ciliated Epithelium RIF Vs Ctrl,CST6
8.50E-07,0.749003369,0.693,0.581,0.015182218,Ciliated Epithelium RIF Vs Ctrl,BMPR1B
1.24E-49,0.74814128,0.483,0.076,2.21E-45,Ciliated Epithelium RIF Vs Ctrl,PCSK9
2.19E-50,0.748091599,0.995,0.993,3.92E-46,Ciliated Epithelium RIF Vs Ctrl,PTMA
1.38E-38,0.747551368,0.94,0.896,2.47E-34,Ciliated Epithelium RIF Vs Ctrl,LGALS3
2.45E-40,0.746714405,0.599,0.236,4.37E-36,Ciliated Epithelium RIF Vs Ctrl,EFNA1
7.82E-36,0.744744053,0.702,0.398,1.40E-31,Ciliated Epithelium RIF Vs Ctrl,FADS2
1.03E-65,0.743640532,0.969,0.914,1.84E-61,Ciliated Epithelium RIF Vs Ctrl,TMEM258
4.61E-22,0.734163198,0.843,0.794,8.24E-18,Ciliated Epithelium RIF Vs Ctrl,CAPSL
2.22E-41,0.73257853,0.686,0.317,3.97E-37,Ciliated Epithelium RIF Vs Ctrl,MAFF
3.09E-79,0.732378229,0.995,0.995,5.52E-75,Ciliated Epithelium RIF Vs Ctrl,SERF2
1.94E-23,0.730531355,0.727,0.456,3.46E-19,Ciliated Epithelium RIF Vs Ctrl,DDIT3
4.37E-20,0.727703266,0.8,0.639,7.82E-16,Ciliated Epithelium RIF Vs Ctrl,FDPS
4.00E-24,0.725981207,0.86,0.773,7.15E-20,Ciliated Epithelium RIF Vs Ctrl,CFAP276
5.55E-43,0.725623796,0.958,0.896,9.92E-39,Ciliated Epithelium RIF Vs Ctrl,PSENEN
1.39E-33,0.721489771,0.517,0.185,2.48E-29,Ciliated Epithelium RIF Vs Ctrl,RGCC
9.87E-40,0.718194791,0.992,0.995,1.76E-35,Ciliated Epithelium RIF Vs Ctrl,PRDX1
3.24E-40,0.717376103,0.531,0.176,5.80E-36,Ciliated Epithelium RIF Vs Ctrl,MVD
1.89E-61,0.715932367,0.993,0.984,3.38E-57,Ciliated Epithelium RIF Vs Ctrl,RPL39
1.01E-45,0.714811633,0.959,0.898,1.81E-41,Ciliated Epithelium RIF Vs Ctrl,RPS29
5.48E-28,0.709250545,0.79,0.532,9.78E-24,Ciliated Epithelium RIF Vs Ctrl,SELENOS
2.18E-36,0.707070139,0.773,0.516,3.89E-32,Ciliated Epithelium RIF Vs Ctrl,TXNDC17
1.25E-39,0.706312023,0.992,0.986,2.23E-35,Ciliated Epithelium RIF Vs Ctrl,S100A11
6.43E-26,0.703737632,0.61,0.363,1.15E-21,Ciliated Epithelium RIF Vs Ctrl,CAV1
6.11E-17,0.701238485,0.909,0.773,1.09E-12,Ciliated Epithelium RIF Vs Ctrl,S100A4
8.54E-54,0.697892912,0.958,0.84,1.53E-49,Ciliated Epithelium RIF Vs Ctrl,TMA7
2.34E-46,0.697523512,0.894,0.678,4.17E-42,Ciliated Epithelium RIF Vs Ctrl,NDUFA1
3.27E-24,0.692528716,0.606,0.35,5.84E-20,Ciliated Epithelium RIF Vs Ctrl,SDC4
9.13E-47,0.690900596,0.956,0.884,1.63E-42,Ciliated Epithelium RIF Vs Ctrl,RPS11
9.43E-38,0.689858171,0.7,0.38,1.69E-33,Ciliated Epithelium RIF Vs Ctrl,IRF1
8.95E-30,0.683445584,0.719,0.44,1.60E-25,Ciliated Epithelium RIF Vs Ctrl,RND3
8.29E-42,0.683173323,0.543,0.162,1.48E-37,Ciliated Epithelium RIF Vs Ctrl,DPYSL2
4.54E-15,0.676999099,0.745,0.562,8.12E-11,Ciliated Epithelium RIF Vs Ctrl,SELENOK
5.76E-40,0.676544457,0.984,0.954,1.03E-35,Ciliated Epithelium RIF Vs Ctrl,KRT8
1.15E-28,0.672534513,0.631,0.35,2.06E-24,Ciliated Epithelium RIF Vs Ctrl,FASN
4.30E-33,0.666019636,0.875,0.644,7.69E-29,Ciliated Epithelium RIF Vs Ctrl,QSOX1
1.18E-30,0.665826143,0.981,0.986,2.10E-26,Ciliated Epithelium RIF Vs Ctrl,RSPH1
2.85E-33,0.657342742,0.837,0.62,5.09E-29,Ciliated Epithelium RIF Vs Ctrl,RPS20
2.65E-44,0.653540059,0.915,0.78,4.74E-40,Ciliated Epithelium RIF Vs Ctrl,NDUFB1
1.46E-30,0.653122468,0.913,0.817,2.62E-26,Ciliated Epithelium RIF Vs Ctrl,POLR2I
1.21E-37,0.6520405,0.435,0.093,2.17E-33,Ciliated Epithelium RIF Vs Ctrl,KLF2
8.75E-68,0.651619345,0.977,0.956,1.56E-63,Ciliated Epithelium RIF Vs Ctrl,COX7C
1.23E-32,0.650813302,0.916,0.833,2.19E-28,Ciliated Epithelium RIF Vs Ctrl,AKR7A2
7.98E-27,0.650150434,0.48,0.192,1.43E-22,Ciliated Epithelium RIF Vs Ctrl,SEC11C
4.61E-39,0.640246691,0.912,0.762,8.24E-35,Ciliated Epithelium RIF Vs Ctrl,OST4
5.15E-27,0.638279868,0.852,0.692,9.20E-23,Ciliated Epithelium RIF Vs Ctrl,FDFT1
9.37E-09,0.6349578,0.641,0.5,0.000167409,Ciliated Epithelium RIF Vs Ctrl,DNAJC3
6.46E-08,0.633944108,0.35,0.208,0.001154638,Ciliated Epithelium RIF Vs Ctrl,S100A2
1.09E-38,0.631897297,0.929,0.819,1.95E-34,Ciliated Epithelium RIF Vs Ctrl,ACTN4
3.11E-24,0.629646437,0.986,0.993,5.56E-20,Ciliated Epithelium RIF Vs Ctrl,DYNLT1
4.34E-30,0.627577922,0.823,0.618,7.76E-26,Ciliated Epithelium RIF Vs Ctrl,SNRPF
1.17E-53,0.62754279,0.969,0.94,2.08E-49,Ciliated Epithelium RIF Vs Ctrl,UBL5
9.92E-29,0.626129398,0.837,0.639,1.77E-24,Ciliated Epithelium RIF Vs Ctrl,SQLE
1.75E-32,0.625857552,0.961,0.905,3.13E-28,Ciliated Epithelium RIF Vs Ctrl,RPL35
6.64E-17,0.625806962,0.738,0.562,1.19E-12,Ciliated Epithelium RIF Vs Ctrl,CEBPD
1.51E-37,0.624502011,0.913,0.812,2.71E-33,Ciliated Epithelium RIF Vs Ctrl,KIF9
7.79E-24,0.623235647,0.633,0.373,1.39E-19,Ciliated Epithelium RIF Vs Ctrl,CCN1
9.98E-07,0.622928937,0.832,0.743,0.017841109,Ciliated Epithelium RIF Vs Ctrl,CALR
5.97E-48,0.620810961,0.954,0.884,1.07E-43,Ciliated Epithelium RIF Vs Ctrl,UQCRQ
1.01E-27,0.619327802,0.903,0.806,1.80E-23,Ciliated Epithelium RIF Vs Ctrl,SPA17
3.06E-38,0.618717093,0.716,0.391,5.47E-34,Ciliated Epithelium RIF Vs Ctrl,ST6GALNAC1
1.31E-29,0.618025375,0.858,0.65,2.34E-25,Ciliated Epithelium RIF Vs Ctrl,UBE2S
4.54E-28,0.616699411,0.903,0.775,8.12E-24,Ciliated Epithelium RIF Vs Ctrl,CDKN1A
8.59E-49,0.614777804,0.964,0.914,1.54E-44,Ciliated Epithelium RIF Vs Ctrl,RPL27
1.56E-19,0.614500588,0.323,0.1,2.79E-15,Ciliated Epithelium RIF Vs Ctrl,HMOX1
9.68E-32,0.612689852,0.973,0.91,1.73E-27,Ciliated Epithelium RIF Vs Ctrl,SEC61B
4.53E-57,0.611569121,0.99,0.988,8.09E-53,Ciliated Epithelium RIF Vs Ctrl,RPS8
4.68E-37,0.608870691,0.966,0.935,8.36E-33,Ciliated Epithelium RIF Vs Ctrl,C12orf75
3.69E-24,0.608215555,0.876,0.729,6.59E-20,Ciliated Epithelium RIF Vs Ctrl,SCD
5.76E-07,0.606426185,0.46,0.338,0.010285711,Ciliated Epithelium RIF Vs Ctrl,HYOU1
5.68E-09,0.606419205,0.817,0.748,0.000101547,Ciliated Epithelium RIF Vs Ctrl,PDIA3
2.49E-38,0.606287537,0.843,0.627,4.45E-34,Ciliated Epithelium RIF Vs Ctrl,EID1
1.50E-12,0.6055401,0.879,0.794,2.67E-08,Ciliated Epithelium RIF Vs Ctrl,SOX4
3.01E-25,0.605275512,0.905,0.775,5.39E-21,Ciliated Epithelium RIF Vs Ctrl,SMIM6
2.30E-25,0.602171592,0.413,0.144,4.11E-21,Ciliated Epithelium RIF Vs Ctrl,SFN
6.23E-39,0.600988957,0.908,0.78,1.11E-34,Ciliated Epithelium RIF Vs Ctrl,UQCR11
9.11E-72,0.600795203,0.993,0.998,1.63E-67,Ciliated Epithelium RIF Vs Ctrl,H3-3A
4.19E-34,0.596536716,0.881,0.727,7.50E-30,Ciliated Epithelium RIF Vs Ctrl,CFAP298
8.42E-31,0.596309441,0.817,0.611,1.50E-26,Ciliated Epithelium RIF Vs Ctrl,SLC25A4
3.93E-24,0.595530373,0.894,0.84,7.03E-20,Ciliated Epithelium RIF Vs Ctrl,FAM229B
3.35E-28,0.591808065,0.96,0.94,5.99E-24,Ciliated Epithelium RIF Vs Ctrl,HSBP1
1.39E-26,0.589794478,0.763,0.574,2.49E-22,Ciliated Epithelium RIF Vs Ctrl,RGS10
3.15E-32,0.587346666,0.925,0.817,5.63E-28,Ciliated Epithelium RIF Vs Ctrl,CFAP36
4.83E-30,0.584192697,0.317,0.044,8.64E-26,Ciliated Epithelium RIF Vs Ctrl,TNF
2.42E-39,0.583124947,0.401,0.056,4.32E-35,Ciliated Epithelium RIF Vs Ctrl,RGS6
3.60E-33,0.581998033,0.945,0.861,6.44E-29,Ciliated Epithelium RIF Vs Ctrl,RPS26
2.75E-23,0.581528276,0.506,0.211,4.92E-19,Ciliated Epithelium RIF Vs Ctrl,PIGR
6.27E-39,0.579274185,0.943,0.85,1.12E-34,Ciliated Epithelium RIF Vs Ctrl,SNRPG
4.48E-12,0.576803155,0.776,0.632,8.01E-08,Ciliated Epithelium RIF Vs Ctrl,PPP1R14B
9.62E-27,0.575632422,0.978,0.979,1.72E-22,Ciliated Epithelium RIF Vs Ctrl,CIB1
5.95E-15,0.570207447,0.84,0.766,1.06E-10,Ciliated Epithelium RIF Vs Ctrl,MORN5
6.41E-44,0.570108681,0.964,0.933,1.14E-39,Ciliated Epithelium RIF Vs Ctrl,UBA52
6.27E-32,0.569252929,0.98,0.931,1.12E-27,Ciliated Epithelium RIF Vs Ctrl,TAGLN2
5.50E-27,0.567096252,0.977,0.972,9.83E-23,Ciliated Epithelium RIF Vs Ctrl,ATP5IF1
1.70E-28,0.566912746,0.898,0.752,3.04E-24,Ciliated Epithelium RIF Vs Ctrl,COX17
2.11E-29,0.564188209,0.631,0.338,3.77E-25,Ciliated Epithelium RIF Vs Ctrl,COX20
6.03E-20,0.563747057,0.93,0.85,1.08E-15,Ciliated Epithelium RIF Vs Ctrl,MDM2
3.29E-13,0.563297847,0.657,0.477,5.87E-09,Ciliated Epithelium RIF Vs Ctrl,NUCB2
4.45E-45,0.5629157,0.979,0.958,7.95E-41,Ciliated Epithelium RIF Vs Ctrl,ATP5F1E
6.63E-24,0.562330461,0.707,0.405,1.18E-19,Ciliated Epithelium RIF Vs Ctrl,PLEKHS1
1.02E-29,0.558028368,0.856,0.688,1.83E-25,Ciliated Epithelium RIF Vs Ctrl,SLIRP
1.43E-27,0.554869172,0.894,0.759,2.55E-23,Ciliated Epithelium RIF Vs Ctrl,LYPLA2
8.81E-33,0.554838127,0.622,0.31,1.57E-28,Ciliated Epithelium RIF Vs Ctrl,RPS17
3.39E-19,0.554501587,0.325,0.109,6.06E-15,Ciliated Epithelium RIF Vs Ctrl,TUSC3
2.86E-35,0.553217941,0.957,0.88,5.11E-31,Ciliated Epithelium RIF Vs Ctrl,RPL22
2.55E-12,0.551234859,0.525,0.347,4.55E-08,Ciliated Epithelium RIF Vs Ctrl,TCIM
2.27E-24,0.550980452,0.869,0.794,4.05E-20,Ciliated Epithelium RIF Vs Ctrl,GON7
9.54E-22,0.546138663,0.985,0.942,1.70E-17,Ciliated Epithelium RIF Vs Ctrl,RPS2
6.94E-29,0.544252595,0.961,0.94,1.24E-24,Ciliated Epithelium RIF Vs Ctrl,AGR3
3.90E-28,0.543324567,0.917,0.815,6.96E-24,Ciliated Epithelium RIF Vs Ctrl,SSB
2.63E-33,0.542910992,0.747,0.447,4.70E-29,Ciliated Epithelium RIF Vs Ctrl,DNAL4
1.32E-30,0.541915991,0.902,0.817,2.36E-26,Ciliated Epithelium RIF Vs Ctrl,DYNLT2B
1.03E-12,0.541310385,0.55,0.352,1.84E-08,Ciliated Epithelium RIF Vs Ctrl,DNAJB11
1.86E-23,0.540919103,0.917,0.903,3.32E-19,Ciliated Epithelium RIF Vs Ctrl,CFAP144
1.82E-10,0.539991325,0.385,0.229,3.25E-06,Ciliated Epithelium RIF Vs Ctrl,CD69
3.71E-07,0.539780802,0.808,0.738,0.006633219,Ciliated Epithelium RIF Vs Ctrl,PDIA6
2.28E-25,0.53709536,0.913,0.787,4.08E-21,Ciliated Epithelium RIF Vs Ctrl,ARF1
9.92E-30,0.534547131,0.957,0.947,1.77E-25,Ciliated Epithelium RIF Vs Ctrl,PEBP1
9.10E-17,0.533487546,0.59,0.354,1.63E-12,Ciliated Epithelium RIF Vs Ctrl,CDKN2D
7.77E-48,0.53342811,0.982,0.984,1.39E-43,Ciliated Epithelium RIF Vs Ctrl,RPL35A
3.54E-23,0.532730362,0.816,0.662,6.33E-19,Ciliated Epithelium RIF Vs Ctrl,DNPH1
4.27E-22,0.532608298,0.39,0.137,7.64E-18,Ciliated Epithelium RIF Vs Ctrl,MRLN
0.00134741,0.530131887,0.672,0.616,1,Ciliated Epithelium RIF Vs Ctrl,LGALS1
2.39E-07,0.528445088,0.669,0.542,0.004265499,Ciliated Epithelium RIF Vs Ctrl,KATNBL1
1.05E-33,0.525889015,0.97,0.935,1.87E-29,Ciliated Epithelium RIF Vs Ctrl,COX7A2
2.64E-19,0.524665124,0.862,0.743,4.71E-15,Ciliated Epithelium RIF Vs Ctrl,CLXN
6.45E-12,0.524419732,0.802,0.734,1.15E-07,Ciliated Epithelium RIF Vs Ctrl,SNTN
3.60E-34,0.523211486,0.885,0.715,6.43E-30,Ciliated Epithelium RIF Vs Ctrl,ATP5MF
1.37E-21,0.522983964,1,0.998,2.45E-17,Ciliated Epithelium RIF Vs Ctrl,TMSB10
1.60E-37,0.522188194,0.989,0.97,2.86E-33,Ciliated Epithelium RIF Vs Ctrl,RPL36
7.92E-22,0.520619013,0.862,0.688,1.42E-17,Ciliated Epithelium RIF Vs Ctrl,NQO1
2.85E-25,0.518963496,0.96,0.905,5.09E-21,Ciliated Epithelium RIF Vs Ctrl,CYBA
1.86E-25,0.514126268,0.683,0.419,3.32E-21,Ciliated Epithelium RIF Vs Ctrl,HMGB3
1.98E-16,0.512185536,0.489,0.273,3.54E-12,Ciliated Epithelium RIF Vs Ctrl,SFTA2
7.63E-18,0.511000513,0.9,0.859,1.36E-13,Ciliated Epithelium RIF Vs Ctrl,SMIM22
6.52E-19,0.510080632,0.554,0.292,1.16E-14,Ciliated Epithelium RIF Vs Ctrl,CFAP141
4.93E-21,0.507110117,0.641,0.398,8.80E-17,Ciliated Epithelium RIF Vs Ctrl,PLK2
4.66E-27,0.506477988,0.226,0,8.34E-23,Ciliated Epithelium RIF Vs Ctrl,CCDC60
1.20E-17,0.506412213,0.979,0.972,2.14E-13,Ciliated Epithelium RIF Vs Ctrl,ACTG1
3.61E-14,0.504947275,0.792,0.669,6.46E-10,Ciliated Epithelium RIF Vs Ctrl,CENPM
1.33E-12,0.503975136,0.487,0.292,2.38E-08,Ciliated Epithelium RIF Vs Ctrl,MUC13
3.61E-17,0.502535154,0.644,0.407,6.46E-13,Ciliated Epithelium RIF Vs Ctrl,SERPINA1
2.94E-24,0.501228801,0.83,0.662,5.25E-20,Ciliated Epithelium RIF Vs Ctrl,DDT
7.29E-34,0.499641348,0.978,0.954,1.30E-29,Ciliated Epithelium RIF Vs Ctrl,RPL6
5.85E-21,0.499197401,0.949,0.933,1.05E-16,Ciliated Epithelium RIF Vs Ctrl,PIERCE1
2.47E-26,0.498910863,0.97,0.979,4.41E-22,Ciliated Epithelium RIF Vs Ctrl,RPS3A
2.23E-14,0.498552945,0.942,0.866,3.98E-10,Ciliated Epithelium RIF Vs Ctrl,TUBA1A
4.58E-34,0.498317688,0.945,0.896,8.18E-30,Ciliated Epithelium RIF Vs Ctrl,UQCR10
4.33E-22,0.497927024,0.935,0.88,7.75E-18,Ciliated Epithelium RIF Vs Ctrl,CFAP126
8.75E-10,0.497169732,0.477,0.308,1.56E-05,Ciliated Epithelium RIF Vs Ctrl,NCEH1
1.32E-19,0.495060162,0.909,0.889,2.36E-15,Ciliated Epithelium RIF Vs Ctrl,ROPN1L
2.81E-17,0.493661617,0.919,0.845,5.02E-13,Ciliated Epithelium RIF Vs Ctrl,BNIP3
4.50E-21,0.493002315,0.461,0.199,8.05E-17,Ciliated Epithelium RIF Vs Ctrl,DERL3
2.00E-23,0.491834725,0.82,0.639,3.58E-19,Ciliated Epithelium RIF Vs Ctrl,RPS10
1.54E-18,0.48645457,0.445,0.201,2.75E-14,Ciliated Epithelium RIF Vs Ctrl,MACC1
1.04E-19,0.486160011,0.855,0.697,1.86E-15,Ciliated Epithelium RIF Vs Ctrl,MAP1LC3B
3.98E-28,0.48509079,0.969,0.928,7.10E-24,Ciliated Epithelium RIF Vs Ctrl,COX6C
4.30E-22,0.483405829,0.983,0.97,7.69E-18,Ciliated Epithelium RIF Vs Ctrl,RPL32
1.52E-24,0.483309888,0.853,0.674,2.72E-20,Ciliated Epithelium RIF Vs Ctrl,ERICH2
9.97E-20,0.483205646,0.947,0.919,1.78E-15,Ciliated Epithelium RIF Vs Ctrl,KRT18
8.42E-16,0.482793428,0.448,0.234,1.50E-11,Ciliated Epithelium RIF Vs Ctrl,HES4
2.26E-23,0.482418206,0.845,0.711,4.04E-19,Ciliated Epithelium RIF Vs Ctrl,TMEM107
3.12E-35,0.482291263,0.986,0.979,5.57E-31,Ciliated Epithelium RIF Vs Ctrl,RPS15A
5.09E-23,0.479902811,0.379,0.125,9.10E-19,Ciliated Epithelium RIF Vs Ctrl,RNF103-CHMP3
8.63E-18,0.479719623,0.422,0.197,1.54E-13,Ciliated Epithelium RIF Vs Ctrl,ACAT2
3.48E-25,0.479113801,0.983,0.979,6.22E-21,Ciliated Epithelium RIF Vs Ctrl,RPS19
1.36E-20,0.478683557,0.725,0.495,2.43E-16,Ciliated Epithelium RIF Vs Ctrl,LRRC10B
6.71E-24,0.478595493,0.648,0.363,1.20E-19,Ciliated Epithelium RIF Vs Ctrl,ALDH1A1
1.97E-11,0.477603102,0.573,0.405,3.52E-07,Ciliated Epithelium RIF Vs Ctrl,KRT23
9.47E-32,0.477297949,0.895,0.738,1.69E-27,Ciliated Epithelium RIF Vs Ctrl,ROMO1
2.91E-20,0.474812601,0.228,0.032,5.20E-16,Ciliated Epithelium RIF Vs Ctrl,MUC5B
2.05E-22,0.474613955,0.9,0.815,3.67E-18,Ciliated Epithelium RIF Vs Ctrl,ATP5ME
1.04E-22,0.47407779,0.934,0.884,1.85E-18,Ciliated Epithelium RIF Vs Ctrl,IDH2
1.10E-20,0.47334909,0.635,0.38,1.96E-16,Ciliated Epithelium RIF Vs Ctrl,MAP3K8
3.84E-27,0.472160974,0.986,0.977,6.86E-23,Ciliated Epithelium RIF Vs Ctrl,RPL28
1.44E-23,0.470156883,0.783,0.539,2.58E-19,Ciliated Epithelium RIF Vs Ctrl,MED31
1.38E-34,0.46981965,0.992,0.993,2.46E-30,Ciliated Epithelium RIF Vs Ctrl,ANXA2
2.50E-13,0.469498399,0.582,0.387,4.47E-09,Ciliated Epithelium RIF Vs Ctrl,NFKBIZ
8.82E-23,0.46861022,0.921,0.831,1.58E-18,Ciliated Epithelium RIF Vs Ctrl,TMEM14B
9.58E-24,0.468215303,0.929,0.87,1.71E-19,Ciliated Epithelium RIF Vs Ctrl,IFT22
4.54E-28,0.468075741,0.929,0.859,8.12E-24,Ciliated Epithelium RIF Vs Ctrl,DAD1
2.37E-22,0.465445769,0.862,0.674,4.24E-18,Ciliated Epithelium RIF Vs Ctrl,RPL31
2.83E-27,0.465083664,0.9,0.799,5.05E-23,Ciliated Epithelium RIF Vs Ctrl,COMMD6
1.23E-11,0.464247167,0.271,0.118,2.19E-07,Ciliated Epithelium RIF Vs Ctrl,EDN1
1.86E-16,0.462077233,0.971,0.949,3.33E-12,Ciliated Epithelium RIF Vs Ctrl,CKB
2.88E-15,0.459697279,0.492,0.264,5.15E-11,Ciliated Epithelium RIF Vs Ctrl,C22orf15
2.89E-26,0.459281177,0.714,0.433,5.17E-22,Ciliated Epithelium RIF Vs Ctrl,RIBC1
1.47E-10,0.458157159,0.553,0.375,2.63E-06,Ciliated Epithelium RIF Vs Ctrl,H4C3
8.83E-27,0.457360155,0.935,0.951,1.58E-22,Ciliated Epithelium RIF Vs Ctrl,RPL21
1.35E-10,0.45723625,0.641,0.491,2.41E-06,Ciliated Epithelium RIF Vs Ctrl,RIIAD1
1.54E-16,0.456037956,0.734,0.525,2.75E-12,Ciliated Epithelium RIF Vs Ctrl,FAIM
2.48E-17,0.454055975,0.638,0.417,4.43E-13,Ciliated Epithelium RIF Vs Ctrl,PNP
2.70E-25,0.453462019,0.918,0.88,4.82E-21,Ciliated Epithelium RIF Vs Ctrl,TOMM7
5.37E-28,0.453050092,0.459,0.16,9.60E-24,Ciliated Epithelium RIF Vs Ctrl,MFSD2A
6.10E-19,0.452490885,0.932,0.907,1.09E-14,Ciliated Epithelium RIF Vs Ctrl,IFT57
2.92E-14,0.45231147,0.804,0.681,5.22E-10,Ciliated Epithelium RIF Vs Ctrl,TACSTD2
5.90E-21,0.449504483,0.976,0.942,1.06E-16,Ciliated Epithelium RIF Vs Ctrl,RPL14
7.47E-08,0.448987757,0.747,0.63,0.001335518,Ciliated Epithelium RIF Vs Ctrl,RUNX1
1.20E-14,0.44858093,0.714,0.539,2.14E-10,Ciliated Epithelium RIF Vs Ctrl,IFT25
1.16E-24,0.448381133,0.857,0.715,2.08E-20,Ciliated Epithelium RIF Vs Ctrl,MPC2
8.09E-16,0.447833313,0.436,0.22,1.45E-11,Ciliated Epithelium RIF Vs Ctrl,RAMP1
7.60E-23,0.446951843,0.618,0.336,1.36E-18,Ciliated Epithelium RIF Vs Ctrl,CTSH
1.82E-13,0.442929048,0.298,0.12,3.26E-09,Ciliated Epithelium RIF Vs Ctrl,KLK10
2.23E-20,0.438583267,0.964,0.965,3.98E-16,Ciliated Epithelium RIF Vs Ctrl,UBB
6.43E-18,0.438471018,0.887,0.792,1.15E-13,Ciliated Epithelium RIF Vs Ctrl,RUVBL1
4.99E-12,0.43692385,0.982,0.97,8.91E-08,Ciliated Epithelium RIF Vs Ctrl,B2M
