p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
3.07E-182,-0.408405756,0.253,0.569,5.49E-178,Stromal cell RIF-1 Vs Ctrl,MCM3
0,-0.409255424,0.19,0.632,0,Stromal cell RIF-1 Vs Ctrl,ATP8B1
1.18E-224,-0.410248905,0.932,0.994,2.11E-220,Stromal cell RIF-1 Vs Ctrl,C1QBP
2.11E-94,-0.410365655,0.9,0.963,3.78E-90,Stromal cell RIF-1 Vs Ctrl,EMP1
3.47E-252,-0.410622852,0.426,0.799,6.21E-248,Stromal cell RIF-1 Vs Ctrl,PXDC1
1.58E-228,-0.411047179,0.659,0.926,2.82E-224,Stromal cell RIF-1 Vs Ctrl,ECI2
2.94E-124,-0.411203723,0.972,0.995,5.26E-120,Stromal cell RIF-1 Vs Ctrl,BEX3
2.50E-224,-0.412103205,0.915,0.991,4.47E-220,Stromal cell RIF-1 Vs Ctrl,MSN
7.84E-125,-0.41359663,0.726,0.925,1.40E-120,Stromal cell RIF-1 Vs Ctrl,DTYMK
3.84E-160,-0.414177665,0.829,0.969,6.87E-156,Stromal cell RIF-1 Vs Ctrl,ILF2
2.68E-249,-0.414241701,0.962,0.993,4.78E-245,Stromal cell RIF-1 Vs Ctrl,DYNLT1
2.14E-217,-0.414256162,0.623,0.911,3.82E-213,Stromal cell RIF-1 Vs Ctrl,ABCE1
6.16E-219,-0.414996711,0.417,0.776,1.10E-214,Stromal cell RIF-1 Vs Ctrl,FGF5
3.89E-274,-0.415270222,0.454,0.832,6.95E-270,Stromal cell RIF-1 Vs Ctrl,TPST2
2.52E-79,-0.415600705,0.668,0.859,4.50E-75,Stromal cell RIF-1 Vs Ctrl,CKS1B
0,-0.415673835,0.075,0.545,0,Stromal cell RIF-1 Vs Ctrl,NTM
1.91E-237,-0.416242011,0.804,0.972,3.42E-233,Stromal cell RIF-1 Vs Ctrl,COA4
1.20E-247,-0.416762967,0.39,0.778,2.14E-243,Stromal cell RIF-1 Vs Ctrl,TRHDE
6.44E-130,-0.417307249,0.762,0.943,1.15E-125,Stromal cell RIF-1 Vs Ctrl,HNRNPH1
2.62E-228,-0.417397443,0.895,0.985,4.69E-224,Stromal cell RIF-1 Vs Ctrl,TIMM13
0,-0.4176541,0.127,0.584,0,Stromal cell RIF-1 Vs Ctrl,LTBP1
4.53E-125,-0.417756307,0.795,0.947,8.10E-121,Stromal cell RIF-1 Vs Ctrl,PRKCA
4.11E-243,-0.418377081,0.941,0.992,7.35E-239,Stromal cell RIF-1 Vs Ctrl,APRT
5.21E-216,-0.41889735,0.844,0.974,9.32E-212,Stromal cell RIF-1 Vs Ctrl,MPC2
4.44E-249,-0.420822446,0.659,0.928,7.94E-245,Stromal cell RIF-1 Vs Ctrl,MCTS1
1.47E-210,-0.420913227,0.339,0.692,2.63E-206,Stromal cell RIF-1 Vs Ctrl,CBR3
2.03E-227,-0.421227984,0.847,0.968,3.63E-223,Stromal cell RIF-1 Vs Ctrl,SCAND1
3.15E-230,-0.422049296,0.474,0.82,5.63E-226,Stromal cell RIF-1 Vs Ctrl,SNAPC1
8.83E-282,-0.42259879,0.997,1,1.58E-277,Stromal cell RIF-1 Vs Ctrl,MYL12B
0,-0.422742847,0.044,0.502,0,Stromal cell RIF-1 Vs Ctrl,FBN2
1.51E-124,-0.423970864,0.92,0.982,2.69E-120,Stromal cell RIF-1 Vs Ctrl,LPP
3.98E-201,-0.42415347,0.784,0.951,7.12E-197,Stromal cell RIF-1 Vs Ctrl,GSTM3
1.76E-284,-0.424204684,0.95,0.995,3.15E-280,Stromal cell RIF-1 Vs Ctrl,MRPL51
1.93E-220,-0.424348361,0.843,0.976,3.45E-216,Stromal cell RIF-1 Vs Ctrl,SRSF2
8.80E-158,-0.425188896,0.909,0.973,1.57E-153,Stromal cell RIF-1 Vs Ctrl,SRGN
7.58E-304,-0.426960224,0.262,0.685,1.35E-299,Stromal cell RIF-1 Vs Ctrl,LPAR1
1.28E-286,-0.428346515,0.95,0.995,2.29E-282,Stromal cell RIF-1 Vs Ctrl,RTRAF
2.99E-265,-0.430104116,0.649,0.928,5.34E-261,Stromal cell RIF-1 Vs Ctrl,TXNDC9
0,-0.430774755,0.24,0.68,0,Stromal cell RIF-1 Vs Ctrl,EXOSC9
3.65E-196,-0.432321534,0.564,0.87,6.53E-192,Stromal cell RIF-1 Vs Ctrl,BICD1
2.92E-195,-0.433170557,0.598,0.877,5.21E-191,Stromal cell RIF-1 Vs Ctrl,APBB2
9.85E-234,-0.43337701,0.962,0.996,1.76E-229,Stromal cell RIF-1 Vs Ctrl,PSMB3
0,-0.43387379,0.991,0.999,0,Stromal cell RIF-1 Vs Ctrl,EEF1B2
3.89E-270,-0.434305303,0.672,0.932,6.94E-266,Stromal cell RIF-1 Vs Ctrl,ITPA
4.13E-103,-0.434601163,0.623,0.841,7.38E-99,Stromal cell RIF-1 Vs Ctrl,MAGI2
1.44E-283,-0.434691851,0.869,0.986,2.57E-279,Stromal cell RIF-1 Vs Ctrl,SNF8
0,-0.434960087,0.994,0.999,0,Stromal cell RIF-1 Vs Ctrl,BTF3
5.85E-239,-0.435344703,0.695,0.936,1.05E-234,Stromal cell RIF-1 Vs Ctrl,MRPL23
0,-0.435661749,0.202,0.639,0,Stromal cell RIF-1 Vs Ctrl,FMN1
2.28E-290,-0.437262818,0.989,0.998,4.07E-286,Stromal cell RIF-1 Vs Ctrl,EEF1D
9.55E-241,-0.43750307,0.878,0.984,1.71E-236,Stromal cell RIF-1 Vs Ctrl,NDUFAF8
7.20E-275,-0.437616278,0.531,0.876,1.29E-270,Stromal cell RIF-1 Vs Ctrl,IPO5
6.20E-229,-0.438043153,0.359,0.742,1.11E-224,Stromal cell RIF-1 Vs Ctrl,NAALADL2
1.94E-298,-0.438122279,0.403,0.814,3.46E-294,Stromal cell RIF-1 Vs Ctrl,PRPS1
4.14E-149,-0.439190727,0.508,0.798,7.40E-145,Stromal cell RIF-1 Vs Ctrl,RGS4
5.82E-187,-0.439340966,0.996,1,1.04E-182,Stromal cell RIF-1 Vs Ctrl,ATP6V0E1
9.45E-259,-0.443021838,0.515,0.873,1.69E-254,Stromal cell RIF-1 Vs Ctrl,MRTO4
0,-0.444028233,0.174,0.624,0,Stromal cell RIF-1 Vs Ctrl,MB21D2
3.15E-178,-0.444099977,0.031,0.231,5.64E-174,Stromal cell RIF-1 Vs Ctrl,IGFBP2
5.41E-129,-0.444144951,0.89,0.978,9.66E-125,Stromal cell RIF-1 Vs Ctrl,CSRP2
4.40E-208,-0.444359937,0.179,0.484,7.85E-204,Stromal cell RIF-1 Vs Ctrl,LYPD6B
7.35E-276,-0.444391722,0.914,0.99,1.31E-271,Stromal cell RIF-1 Vs Ctrl,ELOC
7.82E-256,-0.44449867,0.85,0.979,1.40E-251,Stromal cell RIF-1 Vs Ctrl,DCTN3
1.55E-267,-0.444546953,0.441,0.811,2.76E-263,Stromal cell RIF-1 Vs Ctrl,INPPL1
8.20E-175,-0.445241443,0.771,0.958,1.47E-170,Stromal cell RIF-1 Vs Ctrl,PDLIM5
6.44E-264,-0.445854013,0.93,0.991,1.15E-259,Stromal cell RIF-1 Vs Ctrl,STOML2
2.25E-186,-0.44585403,0.69,0.932,4.03E-182,Stromal cell RIF-1 Vs Ctrl,ATP13A3
4.53E-265,-0.445879007,0.735,0.951,8.09E-261,Stromal cell RIF-1 Vs Ctrl,RPL26L1
9.79E-247,-0.446510597,0.455,0.821,1.75E-242,Stromal cell RIF-1 Vs Ctrl,TANC2
2.97E-249,-0.447669501,0.381,0.767,5.31E-245,Stromal cell RIF-1 Vs Ctrl,SIPA1L1
1.08E-214,-0.448471284,0.966,0.997,1.92E-210,Stromal cell RIF-1 Vs Ctrl,PTGES3
0,-0.448731613,0.296,0.721,0,Stromal cell RIF-1 Vs Ctrl,PTPRJ
0,-0.451633842,0.938,0.994,0,Stromal cell RIF-1 Vs Ctrl,UBE2M
2.51E-208,-0.451809557,0.631,0.897,4.49E-204,Stromal cell RIF-1 Vs Ctrl,SEC24D
1.32E-266,-0.452470191,0.891,0.989,2.36E-262,Stromal cell RIF-1 Vs Ctrl,RAP1B
1.08E-179,-0.452542679,0.861,0.981,1.93E-175,Stromal cell RIF-1 Vs Ctrl,CCT5
0,-0.453941386,0.989,0.998,0,Stromal cell RIF-1 Vs Ctrl,RPL7
8.35E-222,-0.456024199,0.418,0.779,1.49E-217,Stromal cell RIF-1 Vs Ctrl,VCAN
1.04E-239,-0.456161118,0.948,0.994,1.87E-235,Stromal cell RIF-1 Vs Ctrl,HNRNPDL
5.74E-290,-0.456595242,0.189,0.583,1.02E-285,Stromal cell RIF-1 Vs Ctrl,APOLD1
7.84E-247,-0.456701955,0.464,0.826,1.40E-242,Stromal cell RIF-1 Vs Ctrl,CCDC80
4.46E-223,-0.45684153,0.752,0.946,7.97E-219,Stromal cell RIF-1 Vs Ctrl,MANF
2.48E-189,-0.457124355,0.139,0.42,4.43E-185,Stromal cell RIF-1 Vs Ctrl,CCNA2
4.70E-282,-0.457370089,0.643,0.922,8.40E-278,Stromal cell RIF-1 Vs Ctrl,HRAS
3.47E-293,-0.457681351,0.982,0.996,6.20E-289,Stromal cell RIF-1 Vs Ctrl,COX4I1
4.71E-236,-0.460628953,0.3,0.691,8.41E-232,Stromal cell RIF-1 Vs Ctrl,LUM
6.29E-112,-0.463868668,0.647,0.824,1.12E-107,Stromal cell RIF-1 Vs Ctrl,GABARAPL1
3.27E-301,-0.464026693,0.518,0.887,5.84E-297,Stromal cell RIF-1 Vs Ctrl,NT5DC2
8.06E-158,-0.464028771,0.469,0.774,1.44E-153,Stromal cell RIF-1 Vs Ctrl,PCNA
4.27E-211,-0.465235108,0.854,0.972,7.62E-207,Stromal cell RIF-1 Vs Ctrl,RAB3B
0,-0.465458947,0.977,0.996,0,Stromal cell RIF-1 Vs Ctrl,SF3B6
2.17E-251,-0.468145187,0.526,0.894,3.88E-247,Stromal cell RIF-1 Vs Ctrl,SGK1
4.58E-191,-0.468393828,0.997,0.997,8.18E-187,Stromal cell RIF-1 Vs Ctrl,HSP90AB1
2.00E-130,-0.468709722,0.343,0.602,3.58E-126,Stromal cell RIF-1 Vs Ctrl,MAD2L1
4.40E-137,-0.469259661,0.544,0.809,7.87E-133,Stromal cell RIF-1 Vs Ctrl,ADAMTS6
8.01E-243,-0.470108721,0.899,0.987,1.43E-238,Stromal cell RIF-1 Vs Ctrl,CCT6A
9.31E-295,-0.470276623,0.756,0.957,1.66E-290,Stromal cell RIF-1 Vs Ctrl,COMMD7
3.23E-193,-0.470762108,0.707,0.925,5.76E-189,Stromal cell RIF-1 Vs Ctrl,FGF2
0,-0.472832599,0.27,0.776,0,Stromal cell RIF-1 Vs Ctrl,CDH11
0,-0.472940973,0.062,0.519,0,Stromal cell RIF-1 Vs Ctrl,XYLT1
0,-0.473039491,0.203,0.674,0,Stromal cell RIF-1 Vs Ctrl,SPDL1
4.51E-93,-0.475969006,0.621,0.855,8.06E-89,Stromal cell RIF-1 Vs Ctrl,KPNA2
0,-0.475977178,0.154,0.693,0,Stromal cell RIF-1 Vs Ctrl,PLPP4
3.01E-240,-0.476233552,0.258,0.622,5.38E-236,Stromal cell RIF-1 Vs Ctrl,ZWINT
1.13E-296,-0.478187104,0.823,0.969,2.02E-292,Stromal cell RIF-1 Vs Ctrl,MCFD2
0,-0.47827092,0.192,0.604,0,Stromal cell RIF-1 Vs Ctrl,TNIK
1.39E-303,-0.478498352,0.598,0.903,2.48E-299,Stromal cell RIF-1 Vs Ctrl,UCHL3
2.22E-103,-0.478726892,0.01,0.118,3.97E-99,Stromal cell RIF-1 Vs Ctrl,NPPB
7.00E-224,-0.479098403,0.586,0.878,1.25E-219,Stromal cell RIF-1 Vs Ctrl,SSH2
1.44E-223,-0.482886637,0.337,0.695,2.58E-219,Stromal cell RIF-1 Vs Ctrl,PRIM2
1.78E-272,-0.483358632,0.997,0.999,3.18E-268,Stromal cell RIF-1 Vs Ctrl,C12orf75
8.93E-187,-0.485374533,0.915,0.987,1.60E-182,Stromal cell RIF-1 Vs Ctrl,HSPD1
6.60E-91,-0.48637341,0.318,0.549,1.18E-86,Stromal cell RIF-1 Vs Ctrl,CCNB1
2.17E-285,-0.487974587,0.85,0.98,3.88E-281,Stromal cell RIF-1 Vs Ctrl,COPS6
0,-0.489879063,0.425,0.842,0,Stromal cell RIF-1 Vs Ctrl,PMP22
3.52E-211,-0.490523789,0.817,0.968,6.29E-207,Stromal cell RIF-1 Vs Ctrl,YWHAH
4.38E-277,-0.490983591,0.157,0.525,7.82E-273,Stromal cell RIF-1 Vs Ctrl,FRMPD4
2.41E-197,-0.491007124,0.527,0.845,4.31E-193,Stromal cell RIF-1 Vs Ctrl,MAGI1
1.02E-249,-0.491170675,0.593,0.899,1.82E-245,Stromal cell RIF-1 Vs Ctrl,ADAM19
0,-0.491659174,0.988,0.999,0,Stromal cell RIF-1 Vs Ctrl,PSMA7
1.45E-234,-0.492737808,0.775,0.955,2.59E-230,Stromal cell RIF-1 Vs Ctrl,MTHFD1L
0,-0.492791118,0.963,0.995,0,Stromal cell RIF-1 Vs Ctrl,ERH
1.05E-211,-0.493842919,0.408,0.749,1.87E-207,Stromal cell RIF-1 Vs Ctrl,SAMD12
0,-0.494822525,0.923,0.993,0,Stromal cell RIF-1 Vs Ctrl,MRPL20
0,-0.494916518,0.979,0.997,0,Stromal cell RIF-1 Vs Ctrl,PARK7
0,-0.495410431,0.922,0.992,0,Stromal cell RIF-1 Vs Ctrl,MTCH1
0,-0.495949884,0.808,0.973,0,Stromal cell RIF-1 Vs Ctrl,UBE2N
0,-0.497783276,0.285,0.752,0,Stromal cell RIF-1 Vs Ctrl,SUGCT
5.63E-221,-0.500144588,0.36,0.696,1.01E-216,Stromal cell RIF-1 Vs Ctrl,BGN
1.51E-137,-0.500463633,0.935,0.989,2.69E-133,Stromal cell RIF-1 Vs Ctrl,HSPA5
1.61E-208,-0.500941301,0.925,0.99,2.87E-204,Stromal cell RIF-1 Vs Ctrl,SLC25A5
1.75E-76,-0.504452104,0.44,0.656,3.13E-72,Stromal cell RIF-1 Vs Ctrl,HMGB2
1.17E-160,-0.505059533,0.726,0.932,2.08E-156,Stromal cell RIF-1 Vs Ctrl,GAS6
0,-0.506146815,0.36,0.809,0,Stromal cell RIF-1 Vs Ctrl,SCN9A
0,-0.507668122,0.276,0.729,0,Stromal cell RIF-1 Vs Ctrl,PKP4
1.41E-242,-0.50927037,0.981,0.998,2.52E-238,Stromal cell RIF-1 Vs Ctrl,PRDX6
0,-0.509959105,0.961,0.996,0,Stromal cell RIF-1 Vs Ctrl,AP2M1
2.51E-217,-0.510422321,0.597,0.893,4.49E-213,Stromal cell RIF-1 Vs Ctrl,BUB3
0,-0.510944159,0.985,0.999,0,Stromal cell RIF-1 Vs Ctrl,ATP5MC3
5.56E-292,-0.512172412,0.998,1,9.93E-288,Stromal cell RIF-1 Vs Ctrl,MYL12A
0,-0.513220197,0.27,0.75,0,Stromal cell RIF-1 Vs Ctrl,GLI2
0,-0.514811788,0.998,1,0,Stromal cell RIF-1 Vs Ctrl,PRDX1
3.45E-226,-0.516051586,0.994,0.999,6.17E-222,Stromal cell RIF-1 Vs Ctrl,SH3BGRL3
3.79E-269,-0.519730503,0.857,0.986,6.77E-265,Stromal cell RIF-1 Vs Ctrl,CAVIN3
6.80E-138,-0.520049488,0.445,0.724,1.22E-133,Stromal cell RIF-1 Vs Ctrl,UBE2T
0,-0.520151981,0.624,0.925,0,Stromal cell RIF-1 Vs Ctrl,ANAPC15
0,-0.522900527,0.302,0.759,0,Stromal cell RIF-1 Vs Ctrl,CDC42EP3
3.37E-175,-0.523968903,0.959,0.992,6.03E-171,Stromal cell RIF-1 Vs Ctrl,FN1
0,-0.5269631,0.306,0.748,0,Stromal cell RIF-1 Vs Ctrl,CDK14
8.12E-189,-0.527364505,0.902,0.98,1.45E-184,Stromal cell RIF-1 Vs Ctrl,MMP2
0,-0.528724375,0.998,0.999,0,Stromal cell RIF-1 Vs Ctrl,PPIA
2.10E-298,-0.529271903,1,1,3.75E-294,Stromal cell RIF-1 Vs Ctrl,VIM
3.17E-211,-0.529314909,0.351,0.7,5.66E-207,Stromal cell RIF-1 Vs Ctrl,CCBE1
1.56E-302,-0.529650501,0.845,0.98,2.78E-298,Stromal cell RIF-1 Vs Ctrl,ATXN10
1.01E-290,-0.530637176,0.998,1,1.80E-286,Stromal cell RIF-1 Vs Ctrl,RPS27L
0,-0.530684122,1,1,0,Stromal cell RIF-1 Vs Ctrl,CFL1
0,-0.530974438,0.264,0.743,0,Stromal cell RIF-1 Vs Ctrl,C16orf74
0,-0.532118161,0.186,0.772,0,Stromal cell RIF-1 Vs Ctrl,DHRS4
0,-0.537426127,0.862,0.986,0,Stromal cell RIF-1 Vs Ctrl,ARPC1A
0,-0.537938355,0.04,0.399,0,Stromal cell RIF-1 Vs Ctrl,KRT81
0,-0.537966345,0.895,0.991,0,Stromal cell RIF-1 Vs Ctrl,TUBB6
2.88E-292,-0.538084528,0.623,0.914,5.14E-288,Stromal cell RIF-1 Vs Ctrl,CACYBP
0,-0.538119649,0.503,0.876,0,Stromal cell RIF-1 Vs Ctrl,MAP1B
3.83E-298,-0.538728187,0.227,0.635,6.85E-294,Stromal cell RIF-1 Vs Ctrl,GRIP1
2.04E-52,-0.539094925,0.596,0.765,3.65E-48,Stromal cell RIF-1 Vs Ctrl,KISS1
0,-0.540215518,0.219,0.676,0,Stromal cell RIF-1 Vs Ctrl,IL11
0,-0.540928723,0.386,0.797,0,Stromal cell RIF-1 Vs Ctrl,BNC2
5.32E-294,-0.54266246,0.73,0.955,9.50E-290,Stromal cell RIF-1 Vs Ctrl,RFLNB
0,-0.543301153,0.578,0.906,0,Stromal cell RIF-1 Vs Ctrl,HDDC2
0,-0.543916085,0.887,0.991,0,Stromal cell RIF-1 Vs Ctrl,IER2
0,-0.543954691,0.018,0.35,0,Stromal cell RIF-1 Vs Ctrl,TENM2
9.96E-306,-0.544268748,0.886,0.989,1.78E-301,Stromal cell RIF-1 Vs Ctrl,AXL
0,-0.54459452,0.997,1,0,Stromal cell RIF-1 Vs Ctrl,RPS5
0,-0.546143713,0.546,0.91,0,Stromal cell RIF-1 Vs Ctrl,ENSG00000271793
1.79E-293,-0.547716402,0.9,0.992,3.20E-289,Stromal cell RIF-1 Vs Ctrl,GNG11
7.34E-253,-0.548288952,0.232,0.606,1.31E-248,Stromal cell RIF-1 Vs Ctrl,NLGN1
8.54E-121,-0.550868201,0.239,0.496,1.53E-116,Stromal cell RIF-1 Vs Ctrl,NEFM
0,-0.553924466,0.998,1,0,Stromal cell RIF-1 Vs Ctrl,PFN1
0,-0.555433423,0.944,0.994,0,Stromal cell RIF-1 Vs Ctrl,PHPT1
8.69E-250,-0.555478064,0.689,0.939,1.55E-245,Stromal cell RIF-1 Vs Ctrl,MAPK8
0,-0.558336276,0.444,0.819,0,Stromal cell RIF-1 Vs Ctrl,TP53I3
0,-0.558963687,0.028,0.444,0,Stromal cell RIF-1 Vs Ctrl,SLIT2
1.85E-152,-0.562472681,0.441,0.733,3.31E-148,Stromal cell RIF-1 Vs Ctrl,DIAPH3
1.37E-149,-0.564026196,0.987,0.999,2.45E-145,Stromal cell RIF-1 Vs Ctrl,IGFBP4
0,-0.564035983,0.938,0.994,0,Stromal cell RIF-1 Vs Ctrl,PSMB6
0,-0.567695441,0.999,1,0,Stromal cell RIF-1 Vs Ctrl,ANXA2
0,-0.568217509,0.965,0.997,0,Stromal cell RIF-1 Vs Ctrl,LAMTOR1
0,-0.569681337,0.919,0.994,0,Stromal cell RIF-1 Vs Ctrl,ARHGDIA
0,-0.573495767,0.111,0.659,0,Stromal cell RIF-1 Vs Ctrl,PRICKLE1
0,-0.574844472,0.359,0.843,0,Stromal cell RIF-1 Vs Ctrl,FOS
0,-0.576681429,0.647,0.935,0,Stromal cell RIF-1 Vs Ctrl,MRPL12
0,-0.579341118,0.753,0.965,0,Stromal cell RIF-1 Vs Ctrl,TOMM22
0,-0.579562966,0.646,0.947,0,Stromal cell RIF-1 Vs Ctrl,EEF1E1
0,-0.58043358,0.98,0.998,0,Stromal cell RIF-1 Vs Ctrl,SUB1
0,-0.589882134,0.932,0.994,0,Stromal cell RIF-1 Vs Ctrl,ATP5MC1
0,-0.590719944,0.999,1,0,Stromal cell RIF-1 Vs Ctrl,MYL6
1.45E-247,-0.591650752,0.874,0.987,2.60E-243,Stromal cell RIF-1 Vs Ctrl,NQO1
0,-0.593936224,0.439,0.878,0,Stromal cell RIF-1 Vs Ctrl,CDK6
6.70E-207,-0.597568405,0.986,0.999,1.20E-202,Stromal cell RIF-1 Vs Ctrl,MT2A
0,-0.59934705,0.926,0.992,0,Stromal cell RIF-1 Vs Ctrl,PSMD2
0,-0.602008277,0.905,0.988,0,Stromal cell RIF-1 Vs Ctrl,KIF5B
0,-0.607950161,0.486,0.868,0,Stromal cell RIF-1 Vs Ctrl,ZMAT3
0,-0.615494292,0.244,0.795,0,Stromal cell RIF-1 Vs Ctrl,FOXD1
2.41E-242,-0.615941277,0.802,0.968,4.30E-238,Stromal cell RIF-1 Vs Ctrl,WNT5B
0,-0.616714924,0.612,0.935,0,Stromal cell RIF-1 Vs Ctrl,EBNA1BP2
0,-0.618820102,0.007,0.457,0,Stromal cell RIF-1 Vs Ctrl,FST
0,-0.620153736,0.799,0.98,0,Stromal cell RIF-1 Vs Ctrl,CCT2
0,-0.622990206,0.486,0.892,0,Stromal cell RIF-1 Vs Ctrl,UAP1
0,-0.624028251,0.423,0.877,0,Stromal cell RIF-1 Vs Ctrl,GPR176
0,-0.62436246,0.629,0.916,0,Stromal cell RIF-1 Vs Ctrl,FBN1
2.12E-285,-0.630509176,0.201,0.594,3.78E-281,Stromal cell RIF-1 Vs Ctrl,PLCB4
0,-0.63089401,0.692,0.953,0,Stromal cell RIF-1 Vs Ctrl,FEZ2
0,-0.635080828,0.88,0.986,0,Stromal cell RIF-1 Vs Ctrl,SMS
4.21E-304,-0.637346699,0.717,0.946,7.52E-300,Stromal cell RIF-1 Vs Ctrl,EZR
1.14E-237,-0.637421123,0.846,0.974,2.04E-233,Stromal cell RIF-1 Vs Ctrl,SMURF2
3.40E-120,-0.639052339,0.808,0.919,6.08E-116,Stromal cell RIF-1 Vs Ctrl,PPME1
0,-0.645044315,0.051,0.565,0,Stromal cell RIF-1 Vs Ctrl,CCDC85A
0,-0.650069198,0.361,0.849,0,Stromal cell RIF-1 Vs Ctrl,CPED1
0,-0.652699145,0.059,0.666,0,Stromal cell RIF-1 Vs Ctrl,INSYN2B
0,-0.653148724,0.913,0.988,0,Stromal cell RIF-1 Vs Ctrl,RBM3
0,-0.657905779,0.15,0.676,0,Stromal cell RIF-1 Vs Ctrl,SLC4A4
5.74E-207,-0.65816788,0.703,0.925,1.03E-202,Stromal cell RIF-1 Vs Ctrl,SMYD3
2.29E-243,-0.66950668,0.909,0.987,4.10E-239,Stromal cell RIF-1 Vs Ctrl,TRIO
0,-0.670543182,0.378,0.859,0,Stromal cell RIF-1 Vs Ctrl,ZFP36
0,-0.671018058,0.573,0.92,0,Stromal cell RIF-1 Vs Ctrl,GOPC
0,-0.676002323,0.421,0.848,0,Stromal cell RIF-1 Vs Ctrl,PRR16
1.90E-113,-0.676692317,0.803,0.917,3.40E-109,Stromal cell RIF-1 Vs Ctrl,CDKN1A
0,-0.679969795,0.186,0.715,0,Stromal cell RIF-1 Vs Ctrl,TENM3
0,-0.680738728,0.117,0.681,0,Stromal cell RIF-1 Vs Ctrl,LDB2
0,-0.680845932,0.724,0.962,0,Stromal cell RIF-1 Vs Ctrl,NAA10
0,-0.681136042,0.131,0.792,0,Stromal cell RIF-1 Vs Ctrl,BCAT1
0,-0.684362658,0.757,0.979,0,Stromal cell RIF-1 Vs Ctrl,CFL2
2.33E-175,-0.685419032,0.96,0.992,4.16E-171,Stromal cell RIF-1 Vs Ctrl,KRT18
0,-0.687434684,0.102,0.517,0,Stromal cell RIF-1 Vs Ctrl,CXCL12
0,-0.689980577,0.612,0.948,0,Stromal cell RIF-1 Vs Ctrl,FLNC
6.96E-137,-0.690714967,0.874,0.961,1.24E-132,Stromal cell RIF-1 Vs Ctrl,CCN2
2.31E-295,-0.690922541,0.631,0.929,4.13E-291,Stromal cell RIF-1 Vs Ctrl,ACTA2
0,-0.693360319,0.884,0.987,0,Stromal cell RIF-1 Vs Ctrl,CYCS
0,-0.693374018,0.678,0.948,0,Stromal cell RIF-1 Vs Ctrl,PAPSS2
0,-0.699559972,0.988,0.999,0,Stromal cell RIF-1 Vs Ctrl,TPI1
0,-0.700076843,0.531,0.906,0,Stromal cell RIF-1 Vs Ctrl,HYI
0,-0.701759425,0.987,0.999,0,Stromal cell RIF-1 Vs Ctrl,LDHA
0,-0.701769999,0.138,0.69,0,Stromal cell RIF-1 Vs Ctrl,PRKD1
8.71E-228,-0.702176473,0.453,0.783,1.56E-223,Stromal cell RIF-1 Vs Ctrl,F3
2.74E-153,-0.703287112,0.938,0.996,4.90E-149,Stromal cell RIF-1 Vs Ctrl,UBE2S
2.58E-275,-0.70977911,0.965,0.995,4.62E-271,Stromal cell RIF-1 Vs Ctrl,STMN1
5.69E-131,-0.720302984,0.991,0.999,1.02E-126,Stromal cell RIF-1 Vs Ctrl,H2AZ1
0,-0.725012761,0.196,0.781,0,Stromal cell RIF-1 Vs Ctrl,ADAM12
2.79E-303,-0.728991619,0.815,0.97,4.98E-299,Stromal cell RIF-1 Vs Ctrl,ELL2
9.61E-145,-0.730040464,0.234,0.489,1.72E-140,Stromal cell RIF-1 Vs Ctrl,CDC20
0,-0.730594002,0.019,0.423,0,Stromal cell RIF-1 Vs Ctrl,HAS2
0,-0.732065376,0.737,0.964,0,Stromal cell RIF-1 Vs Ctrl,SH3RF1
0,-0.732980324,0.694,0.954,0,Stromal cell RIF-1 Vs Ctrl,LMO7
0,-0.742411187,0.945,0.995,0,Stromal cell RIF-1 Vs Ctrl,JPT1
0,-0.746845061,0.125,0.734,0,Stromal cell RIF-1 Vs Ctrl,ID2
1.11E-252,-0.746993876,1,1,1.98E-248,Stromal cell RIF-1 Vs Ctrl,FTL
0,-0.747170277,0.933,0.993,0,Stromal cell RIF-1 Vs Ctrl,RANBP1
8.33E-260,-0.748969494,0.998,0.999,1.49E-255,Stromal cell RIF-1 Vs Ctrl,TAGLN
0,-0.751213222,0.963,0.996,0,Stromal cell RIF-1 Vs Ctrl,ARPC5
0,-0.76036498,0.39,0.881,0,Stromal cell RIF-1 Vs Ctrl,CTPS1
0,-0.762844183,0.997,1,0,Stromal cell RIF-1 Vs Ctrl,RPS3A
1.09E-167,-0.763312863,0.991,0.998,1.95E-163,Stromal cell RIF-1 Vs Ctrl,TIMP1
0,-0.763518387,0.962,0.998,0,Stromal cell RIF-1 Vs Ctrl,HSPA8
0,-0.771890334,0.866,0.977,0,Stromal cell RIF-1 Vs Ctrl,RPL22L1
0,-0.773954056,0.2,0.749,0,Stromal cell RIF-1 Vs Ctrl,HSPB6
0,-0.784610398,0.721,0.954,0,Stromal cell RIF-1 Vs Ctrl,FRMD6
4.35E-264,-0.789166277,0.895,0.993,7.77E-260,Stromal cell RIF-1 Vs Ctrl,TUBB4B
0,-0.79491679,0.791,0.979,0,Stromal cell RIF-1 Vs Ctrl,TUBA1A
0,-0.795735892,0.353,0.815,0,Stromal cell RIF-1 Vs Ctrl,NEGR1
0,-0.796086404,0.657,0.955,0,Stromal cell RIF-1 Vs Ctrl,CDH2
0,-0.802154325,0.976,0.999,0,Stromal cell RIF-1 Vs Ctrl,RAN
0,-0.807293857,0.879,0.993,0,Stromal cell RIF-1 Vs Ctrl,GREM1
